ds,yhat,yhat_lower,yhat_upper
2022-12-19,43.78725245727494,37.914708122686925,50.24715470707728
2022-12-20,44.42301579763923,38.07847802446831,50.57697949296058
2022-12-21,43.80662029005372,37.74270542895222,50.05208207811731
2022-12-22,44.11662809772193,37.86593441464709,50.05032914165108
2022-12-23,44.15689760404666,37.60136523651396,50.40152401688707
2022-12-26,43.39953694964156,36.95057285747232,49.791722699987375
2022-12-27,44.037586236820125,37.55854979501238,50.35324162425787
2022-12-28,43.42987972284023,36.80804185843606,49.64856004330039
2022-12-29,43.754678678418436,37.58602738938872,49.97206364082263
2022-12-30,43.81542596082101,37.86605438784463,50.252225652558245
2023-01-02,43.14797534002776,36.70134194452182,49.0679346791865
2023-01-03,43.823209793245255,37.31762602502234,50.23043447872536
2023-01-04,43.255018602402565,36.745595010412174,49.06258961474714
2023-01-05,43.62085273736406,37.24234272439334,50.03511245034058
2023-01-06,43.72334333544012,38.028470114796946,50.036336370831116
2023-01-09,43.17764915037183,36.77482581409154,49.592859488809836
2023-01-10,43.88999929635697,37.00928591056566,49.954089423841104
2023-01-11,43.35622209054562,36.9515843531103,49.85426083001503
2023-01-12,43.75333074929169,37.357201507750226,49.836975973134855
2023-01-13,43.883627800841126,37.51315057466886,49.759847896823736
2023-01-16,43.398999958955976,36.837410067230074,50.176879955518515
2023-01-17,44.12432330739682,37.52845701622952,50.57738299905936
2023-01-18,43.600139961086725,36.87860186905161,49.65808361837608
2023-01-19,44.003792356876815,37.65470656124155,50.08024994024574
2023-01-20,44.13800653768963,38.099999890301696,50.334825387883086
2023-01-23,43.65441434534808,37.07084709651439,49.8804906063844
2023-01-24,44.37835062187636,38.16697349138666,50.996193313500065
2023-01-25,43.852841997814494,37.89575336066481,50.30355978701323
2023-01-26,44.25575566359354,38.247372021867456,50.763461949016445
2023-01-27,44.390276186132766,37.899101446244515,50.66439416209577
2023-01-30,43.917357388855415,37.767929999214864,50.758101504616256
2023-01-31,44.64877676172436,38.277298287950735,50.56030065089917
2023-02-01,44.132771517317025,37.903418723247896,50.34530080516242
2023-02-02,44.5470642170359,38.10982041549177,51.2646847408971
2023-02-03,44.69457461890301,38.22409432199987,50.88908428163489
2023-02-06,44.26596599127465,38.00694206706201,50.772306481035244
2023-02-07,45.012012570498364,38.54663112348191,50.69651760708189
2023-02-08,44.509415557258485,38.34594158216702,51.0176588983998
2023-02-09,44.93513843054188,38.216276921495066,51.139585932961
2023-02-10,45.09132648059068,38.38834121795401,50.996367878274114
2023-02-13,44.66478073273166,39.04825452909245,51.49222232248149
2023-02-14,45.40131198351924,39.41590333072899,51.71769971396205
2023-02-15,44.883211981980836,38.77269621753781,51.352158212698825
2023-02-16,45.28709052042161,38.94805999221651,51.03809679523094
2023-02-17,45.414883652171895,39.11862440258699,51.82109530259915
